,airline_sentiment,text
518,1, Congrats VX aeroplane on the new route! airplane party popper
519,1, I am all about the in flight artisanal and wine pairing.
520,1, I am all about the in flight flying artisanal cheese and wine pairing.
521,1, I am all about the in flight artisanal cheese and wine geminate.
522,1, I am about all the in flight artisanal cheese and wine pairing.
523,1, That's posh.
524,1, classy That's.
525,1, That's.
526,1, That's swish classy.
527,1, I'm sure a lot of your     and     JFK LHR flights go a lot faster    mph with strong tailwind.
528,1, I'm sure a lot of your     and     JFK LHR flights go a lot faster than    mph with a trusted strong tailwind.
529,1, I'm sure a caboodle of your     and     JFK LHR flights perish a lot faster than    mph with a strong tailwind.
530,1, I'm sure a lot of JFK     and     your LHR flights go a lot faster than    mph with a strong tailwind.
531,1, now it's just t minus    minutes until my Elevate a Silver upgrade window opens . FreeNeverSucks thymine grinning face with big eyes thumbs up
532,1, now it's just t minus    minutes until my Elevate a Silver upgrade window opens . FreeNeverSucks face with eyes thumbs up
533,1, minutes it's just t minus    now until my Elevate a Silver upgrade window opens . FreeNeverSucks grinning face with big eyes thumbs up
534,1, now it's just t minus    minutes until my Elevate a Silver upgrade window opens . FreeNeverSucks grinning look with expectant eyes thumbs up
535,1,  would have been a rough trip but LUCKILY represent we were on a virginamerica flight. weather
536,1,  would have been a rough trip but LUCKILY we were on a weather flight. virginamerica
537,1,  would have been a rough but LUCKILY we were on a virginamerica flight. weather
538,1,  would have been a rough trip-up but LUCKILY we were on a virginamerica flight. weather
539,1, another perfect flight. How come on your planes  the sun can stay down? Other carriers make you them?
540,1, another perfect flight. How come on your planes  the sun visors can stick down? Other carriers ready you raise them?
541,1, another visors flight. How come on your planes  the sun perfect can stay down? Other carriers make you raise them?
542,1, another perfect flight. How come on your planes  the sun visors can stay down? Other carriers fire make you raise them?
543,1,RT  The man of steel might faster  but we have WiFi   just saying. ScienceBehindTheExperience http   t.co FGRbpAZSiX
544,1,Nice steel  The man of RT might be faster  but we have WiFi   just saying. ScienceBehindTheExperience http   t.co FGRbpAZSiX
545,1,Nice RT  The man of tetraiodothyronine steel might be faster  but we have WiFi   just saying. ScienceBehindTheExperience http   t.co FGRbpAZSiX
546,1,courteous RT  The humanity of steel might be faster  but we have WiFi   just saying. ScienceBehindTheExperience http   t.co FGRbpAZSiX
547,1, I love the dancing small richard. cool beans.
548,1, I love the little richard. cool beans.
549,1, I love unity the dancing little richard. cool beans.
550,1, I little the dancing love richard. cool beans.
551,1, i don t use Passbook    I nonetheless love you though  lt     I ll just use my email in the future.
552,1, I don t use Passbook    I still love i you though  lt     I ll just use my email in the future.
553,1, lt don t use Passbook    I still love you though  I     I ll just use my email in the future.
554,1, I don t use Passbook    I still love you though  lt     I ll use my in the future.
555,1, thanks for the free birthday points! are ALL RIGHT with me!
556,1, thanks for the free birthday y'all! points are ALL RIGHT with me!
557,1, thanks for the free birthday points! constitute y'all are ALL RIGHT with me!
558,1, thanks for the destitute birthday points! y'all are ALL RIGHT with me!
559,1, thanks so much for sharing. Just added IT it to my site http   t.co TsviBTvT h
560,1, thanks co much for sharing. Just added it to my site http   t.so TsviBTvT h
561,1, thanks so much for sharing. scarce added it to my site http   t.co TsviBTvT h
562,1, thanks so much for sharing. added it to my site http   t.co TsviBTvT h
563,1, Dad on Segway is the outdo part of this whole infographic!
564,1, Dad on Segway is best part of this whole infographic!
565,1, Dad on Segway is part best the of this whole infographic!
566,1, Dad on Segway is the best part of this whole unscathed infographic!
567,1, Are there any airway plans for a short haul airline in Europe? Would defiantly fly with you guys  
568,1, Are there plans for a short haul airline in Europe? Would defiantly fly with you guys  
569,1, Are there any plans for a short airline haul in Europe? Would defiantly fly with you guys  
570,1, Are there any plans for a brusque haul airline in Europe? Would defiantly fly with you guys  
571,1, wifi seating better AND.
572,1, wifi better seating.
573,1, wifi AND better seats seating.
574,1, WLAN AND better seating.
575,1,. not only was it great  but you return my calls the day after. Couldn't ask more. myVXexperience
576,1,. not only was it great  but you return my calls the day after. Couldn't ask take for more. myVXexperience
577,1,. not only was it great  but you return my calls the Day after. Couldn't ask for more. myVXexperience
578,1,. not only was it great  but you return after calls the day my. Couldn't ask for more. myVXexperience
579,1, so loyal that pascal I'm driving to NYC from PA  to fly Virgin  since you cut Philly flights   
580,1, loyal that I'm driving to NYC from PA  to fly Virgin  since you cut Philly flights   
581,1, so loyal that I'm driving to NYC from PA  to since Virgin  fly you cut Philly flights   
582,1, so loyal that I'm driving to NYC from dad  to fly Virgin  since you cut Philly flights   
583,1, follow you guys are perfect as always!  lt   WeRVirgin
584,1, you guys are perfect as e'er!  lt   WeRVirgin
585,1, you guys are perfect as always!    WeRVirgin
586,1, you perfect are guys as always!  lt   WeRVirgin
587,1, service! Y'all have some of the best customer thanks left in the industry.
588,1, thanks! Y'all have some of the best customer help left in the industry.
589,1, thanks! unspoiled Y'all have some of the best customer service left in the industry.
590,1, thanks! Y'all have some of the best customer left in the industry.
591,1, really wish you'd fly out of pilot Fargo  those fares are amazings
592,1, really wish you'd fly of Fargo  those fares are amazings
593,1, really wish you'd fly out of Fargo  amazings fares are those
594,1, really wish you'd tent-fly out of Fargo  those fares are amazings
595,1, just got on the  pm in Newark home to LA. Your folks at EWR are incredible 
596,1, kinsfolk just got on the  pm in Newark home to LA. Your folks at EWR are incredible letsgohome
597,1, just got on letsgohome  pm in Newark home to LA. Your folks at EWR are incredible the
598,1, just beat on the  pm in Newark home to LA. Your folks at EWR are incredible letsgohome
599,1, fast-flying LAX to SFO and after look at the awesome movie lineup I actually wish I was on a long haul.
600,1, Flying LAX to SFO and after looking at the awesome movie lineup I actually wish I on a long.
601,1, Flying LAX to SFO and after looking at the awesome movie lineup I picture actually wish I was on a long haul.
602,1, Flying LAX to SFO and after looking on the awesome movie lineup I actually wish I was at a long haul.
603,1, thanks
604,1, thank thanks
605,1, thank
606,1, Thanks for taking care of that customer!! Happy MR.
607,1, Thanks for taking care of that MR!! glad Happy customer.
608,1, Thanks for taking of that MR!! Happy customer.
609,1, Thanks for bring care of that MR!! Happy customer.
610,1, thanks    filled it out. How's our luck with this? Is it common?
611,1, thanks    we filled it out. How's our with luck this? Is it common?
612,1, usual thanks    we filled it out. How's our luck with this? Is it common?
613,1, thanks    we filled it out. How's our luck with this? Is it mutual?
614,1, thank thanks
615,1, thank
616,1, thanks
617,1, thanks. It is on the same ticket.
618,1, Thanks. same is on the It ticket.
619,1, Thanks. It is on same ticket.
620,1, Thanks. It is on live the same ticket.
621,1, follow me please this airline is beautifull sum suit
622,1, follow me this airline is beautifull heart suit
623,1, suit me please this airline is beautifull heart follow
624,1, follow me please this airline is beautifull delight heart suit
625,1, just to let you know how wonderful Rosetta the agent was working flight      Dan to Ase. Let her know she wasappreciated
626,1, just wanted to let you know how wondrous Rosetta the gate agent was work flight      Dan to Ase. Let her know she wasappreciated
627,1, just wanted permit to let you know how wonderful Rosetta the gate agent was working flight      Dan to Ase. Let her know she wasappreciated
628,1, just wanted the let you know how wonderful Rosetta to gate agent was working flight      Dan to Ase. Let her know she wasappreciated
629,1,   thanks for your help...got me what 1 need  but its an issue with   austrian . 1 guess I sit awhile longer.
630,1,   thanks for your help...got me what I need  ane but its an issue with   austrian . I guess I sit awhile longer.
631,1,   thanks your help...got me what I need  but its an issue with   austrian . I guess I sit longer.
632,1,   thanks for your help...with me what I need  but its an issue got   austrian . I guess I sit awhile longer.
633,1,  Airport snow airdrome removal method   ...  Keep up the good work folks  this is where Cessna's become    's! http   t.co  v tMUsJvU
634,1,  Airport snow removal method   ...  Keep up the practiced solve folks  this is where Cessna's become    's! http   t.co  v tMUsJvU
635,1,  Airport method removal snow   ...  Keep up the good work folks  this is where Cessna's become    's! http   t.co  v tMUsJvU
636,1,  Airport snow removal method   ...  Keep up good work folks  is where Cessna's become    's! http   t.co  v tMUsJvU
637,1, Thank you for that. Am I to claim any interim expenses or is the cost of the stuff up on?
638,1, any you for that. Am I able to claim Thank interim expenses or is the cost of the stuff up on me?
639,1, Thank you for that. Am Oregon I able to claim any interim expenses or is the cost of the stuff up on me?
640,1, Thank you for that. live I able-bodied to claim any interim expenses or is the cost of the stuff up on me?
641,1, I flew United last month and the experience fell was AWESOME!
642,1, I flew United last month and experience was AWESOME!
643,1, United flew I last month and the experience was AWESOME!
644,1, I flew United go month and the experience was AWESOME!
645,1,      also had   working WC in coach. thing this bird landed ahead of schedule. I have to use the WC stat.
646,1,      which also motorcoach had   working WC in coach. Good thing this bird landed ahead of schedule. I have to use the WC stat.
647,1,      which also had   run WC in coach. Good thing this dame landed ahead of schedule. I have to use the WC stat.
648,1,      which also had   working WC in coach. Good schedule this bird landed ahead of thing. I have to use the WC stat.
649,1, astatine for the record  Rozana at Newark was lovely and helpful. choosekind
650,1, for the platter  Rozana at Newark was lovely and helpful. choosekind
651,1, for the record  at Newark was lovely and helpful. choosekind
652,1, Rozana the record  for at Newark was lovely and helpful. choosekind
653,1, for update
654,1, update for thx
655,1, thx for update
656,1, despite my bag not making it to Newark informative email tracking updates help!
657,1, despite my bag not making it to Newark just informative email tracking updates help!
658,1, despite my bag not tracking it to Newark good informative email making updates help!
659,1, IT despite my bag not making it to Newark good informative email tracking updates help!
660,1, Wow. What a deal. Again      plus seats available. Easy change to ca-ca a customer happy.
661,1, Wow. customer a deal. Again      plus seats available. Easy change to make a What happy.
662,1, Wow. What a deal. Again      plus seats. Easy change to make a customer happy.
663,1, Wow. What a deal. Again      again plus seats available. Easy change to make a customer happy.
664,1, private jet would have been cool! Do does not exploit. I'll try again
665,1, private jet would have been cool! Do again not work. I'll try does
666,1, private jet would have been cool! Do cause does not work. I'll try again
667,1, private jet would have been cool! Do does not work. try again
668,1, thanks  sent just  
669,1, thanks  just place  
670,1, thanks  just  
671,1, scarce thanks  just sent  
672,1, has unrivalled access to California with flights to the U.S. rung from   UK airports  with nonstop or one stop connections year round
673,1, has unrivalled access to California with flights or the U.S. from   UK airports  with nonstop to one stop connections year round
674,1, has unrivalled access to California with flights to the U.S. from   UK airports  nonstop one stop connections year round
675,1, has unrivalled access to California with flights to the U.S. from   UK airports  with nonstop or unmatched stoppage connections year round
676,1, thnx information for the info
677,1, thnx for the information
678,1, for thnx the info
679,1, thnx for the 
680,1, kudos for not affright Cancelled Flightling flights from DFW this morning. United usually first to panic...
681,1, kudos for not Cancelled flights from DFW this morning. United usually first to panic...
682,1, kudos United not Cancelled Flightling flights from DFW this morning. for usually first to panic...
683,1, kudos for not Cancelled Flightling flight from DFW this morning. United usually first to panic...
684,1, another awesome new plane flying      and extremely nice Captain Steve Connolly.
685,1, another awesome new and flight      plane extremely nice Captain Steve Connolly.
686,1, another awesome new plane flight      and extremely nice Captain Connolly.
687,1, another awesome new plane fledge flight      and extremely nice Captain Steve Connolly.
688,1, Every United flight between Saipan and Guam is an adventure! functional You never know when 's old plane will be operational  
689,1, Every United flight between Saipan and Guam is an! You never know when 's old plane be operational  
690,1, Every combine flight between Saipan and Guam is an jeopardize! You never know when 's old plane will be operational  
691,1, Every United flight between Saipan and Guam You an adventure! is never know when 's old plane will be operational  
692,1, you for the cheese platter and abundance of entertainment options. Time just flew by.
693,1, Thank you for the cheese platter and abundance of entertainment cheeseflower options. Time just flew by.
694,1, Thank you for the cheese platter and abundance of entertainment options. Time just flee by.
695,1, Thank you entertainment the cheese platter and abundance of for options. Time just flew by.
696,1, thank you. Been trying for two days to determined this up.
697,1, thank set. Been trying for two days to you this up.
698,1, thank you. Been trying for two deuce days to set this up.
699,1, thank you. Been trying two days to set this up.
700,1, Definitely a compliment! I really thought my bag was lost adenine after it was sent on to another airport. In the end I am a happy customer
701,1, Definitely a compliment! I really conceive my bag was lost after it was sent on to another airport. In the oddment I am a happy customer
702,1, Definitely a happy! I really thought my bag was lost after it was sent on to another airport. In the end I am a compliment customer
703,1, Definitely compliment! I really thought my bag was lost after it was sent to another airport. In the end I am a happy customer
704,1, thanx so much. You followed through emailed me a       ticket voucher. unitedairlines they do care
705,1, thanx ticket much. You followed through and emailed me a       so voucher. unitedairlines they do care
706,1, thanx so much. You survey through and emailed me a       ticket voucher. unitedairlines they do care
707,1, thanx so much. You followed through and emailed me a       fear ticket voucher. unitedairlines they do care
708,1, this will definitely be a trip to remember EWR STI second of the season  first on seat   A because it retrieve pays to be loyal!
709,1, this will definitely be a trip to remember EWR STI instant of the season  offset on seat   A because it pays to be loyal!
710,1, this will definitely be a trip pays remember EWR STI second of the season  first on seat   A because it to to be loyal!
711,1, this will be a trip remember EWR STI second of the season  first on seat   A because it pays to be loyal!
712,1, you are one great red heart
713,1, corking you are one great airline red heart
714,1, you are one great airline heart red
715,1, you are unmatchable great airline red heart
716,1,   We'll see what we can do.  KN  We are running! Most of this plane almost is running. Thanks for the help!
717,1,   We'll see what we can do.  KN  We are running! for of this plane is running. Thanks Most the help!
718,1,   We'll see what we can do.  KN  We are endure! Most of this plane is carry. Thanks for the help!
719,1,   We'll see what we can do.  KN  We are running! Most of this plane is. Thanks the help!
720,1, we just flew with United from AUS  Austin Bergstrom  to Cancun Intl. Best flight ever! The    's are not too big... Not small too!
721,1, we just flew hardly with United from AUS  Austin Bergstrom  to Cancun Intl. Best flight ever! The    's are not too big... Not too small!
722,1, we just flew with United from AUS  Austin  to Cancun Intl. Best flight ever! The    's are not too big... Not too!
723,1, we just flew with United from AUS  Austin Bergstrom  to Cancun Intl. considerably flight ever! The    's are not too cock-a-hoop... Not too small!
724,1, flight ua      gate b . And tell ray I somehow made it on to the     flight out of IAH and fix didn't have to wait for the     one.  
725,1, flight ua      gate b . And tell ray I somehow wait it on to the     flight out of IAH and didn't have to made for the     one.  
726,1, flight ua      gate b . And tell ray I somehow made it on to     flight out of IAH and didn't have wait for the     one.  
727,1, flight ua      gate b . And state ray I somehow made it on to the     flight out of IAH and didn't have to wait for the     unmatched.  
728,1, But thanks for ask
729,1, But thanks for 
730,1, postulate But thanks for asking
731,1, But asking for thanks
732,1, too!
733,1, too you!
734,1, you too!
735,1, you also too!
736,1, is my best-loved airline.
737,1, is my favorite dearie airline.
738,1, is favorite airline.
739,1, airline my favorite is.
740,1, man I can't wait to book my a now! Thanks JP you're ticket life sabe
741,1, man I can't wait to book forthwith my ticket now! Thanks JP you're a life sabe
742,1, man I can't wait to book my ticket now! Thanks JP a life sabe
743,1, man I can't wait to book my ticket now! Thanks JP you're a lifetime sabe
744,1, you guys continue to impress me in Houston. http   t.remain co cIh qNllcM
745,1, you guys continue to move me in Houston. http   t.co cIh qNllcM
746,1, you guys continue to impress me Houston in. http   t.co cIh qNllcM
747,1, guys continue to impress me in Houston. http   t.co cIh qNllcM
748,1, Made the upgrade list. Will fly  st tomorrow  ATfRKp    min  for the first time ever! raising hands StatusMatchPaidOff http   t.co for goY
749,1, Made the upgrade list. flee Will fly  st tomorrow  for    min  for the first time ever! raising hands StatusMatchPaidOff http   t.co ATfRKp goY
750,1, cook the upgrade list. Will fly  st tomorrow  for    min  for the first time e'er! raising hands StatusMatchPaidOff http   t.co ATfRKp goY
751,1, Made the upgrade list. Will fly  st tomorrow  for     for the first time ever! raising hands StatusMatchPaidOff http   t.co ATfRKp 
752,1, not just refunded  but for non those of us who are on vacation to get a free room night to make up for making us sleep in DIA
753,1, not room refunded  but for those of us who are on vacation to get a free just night to make up for making us sleep in DIA
754,1, not just refunded  but for those of us who are on vacation to get a free room night make up for making us in DIA
755,1, not just refunded  but for those of us who are on vacation to generate a free room night to piddle up for making us sleep in DIA
756,1, Thanks for the reminder. http been a fun ride. It's   t.co pPVA Rch f
757,1, Thanks for the reminder. It's been a fun tease. http   t.co pPVA Rch f
758,1, Thanks for the reminder. It's been a fun ride. http   t.HTTP co pPVA Rch f
759,1, Thanks for the reminder. It's been a fun ride. http   t.co Rch f
760,1, Terrific. to thanks. Looking forward Many being back on UA tomorrow. Had a great flight up to Vancouver.
761,1, Terrific. Many thanks. Looking onwards to being back on UA tomorrow. Had a great flight up to Vancouver.
762,1, Terrific. Many thanks. Looking forward being back on UA tomorrow. Had a great flight up to Vancouver.
763,1, Terrific. Many thanks. Looking forward to being back trajectory on UA tomorrow. Had a great flight up to Vancouver.
764,1, I appreciate efforts getting me home!
765,1, I appreciate your efforts have me home!
766,1, home appreciate your efforts getting me I!
767,1, I appreciate your efforts getting me ace home!
768,1, despite shaky connections  looks like I'll get home and. Great job     was touch tonight go for a while..
769,1, despite shaky connections  looks like I'll get home tonight. Great job     was touch and go for a..
770,1, despite shaky connections  looks like I'll get home tonight. Great job     was ghost and go for a while..
771,1, despite shaky connections  looks like I'll get home impact tonight. Great job     was touch and go for a while..
772,1, you thank.
773,1, thank.
774,1, thank you.
775,1, thanks we'll in touch!
776,1, thanks we'll be in partake!
777,1, thanks be we'll in touch!
778,1, equal thanks we'll be in touch!
779,1, Thanks to Karen Salisbury at IAH for amazing customer service! Found my bag on UA    . Made her day!
780,1, Thanks to Karen Salisbury at IAH for amazing get customer service! Found my daughter's bag lost on UA    . Made her day!
781,1, Thanks to Karen Salisbury at IAH daughter's amazing customer service! Found my for bag lost on UA    . Made her day!
782,1, Thanks to Karen Salisbury at IAH for amazing customer service! Found my daughter's base lost on UA    . made her day!
783,1, I left my comment with customer care. Thanks for reach me.
784,1, I left comment my with customer care. Thanks for contacting me.
785,1, I left my comment remark with customer care. Thanks for contacting me.
786,1, I left my comment with customer care. Thanks contacting me.
787,1,Yes!! Thanks so much!!! purple heart    We see you spoke with our Reservations team and they've trajectory reinstated the flight. Thanks.  EY 
788,1,Yes!! Thanks flight much!!! purple heart    We see you spoke with our Reservations team and they've reinstated the so. Thanks.  EY 
789,1,Yes!! Thanks so much!!! purplish heart    We reckon you spoke with our Reservations team and they've reinstated the flight. Thanks.  EY 
790,1,Yes!! Thanks so much!!! purple heart    We you spoke with our Reservations team and they've reinstated the. Thanks.  EY 
791,1, captain  on behalf of the front office  intemperate welcome on board. .... Never heard that before. I laughed...hard. funnycaptain
792,1, captain  on behalf the front office  welcome on board. .... Never heard that before. I laughed...hard. funnycaptain
793,1, captain  on behalf of the front office  welcome on board. .... Never heard that before. I laughed...toilsome. funnycaptain
794,1, captain  on on of the front office  welcome behalf board. .... Never heard that before. I laughed...hard. funnycaptain
795,1, are great fares!!!!!
796,1, These are peachy great fares!!!!!
797,1, fares are great These!!!!!
798,1, These are cracking fares!!!!!
799,1, awesome I'll Koran my next Christmas vacatinn this December any other ways you want to devalue mileage plus.
800,1, awesome I'll book my next Christmas vacatinn this December any other ways you want to devalue Yuletide mileage plus.
801,1, mileage I'll book my next Christmas vacatinn this December any other ways you want to devalue awesome plus.
802,1, awesome I'll book my next Christmas vacatinn this December any other ways you want to mileage plus.
803,1, THANK U! Secured room for the night Thx to VERY helpful customer service rep N. Dorns.. thanked her.. Can u  ? 
804,1, THANK U! assure room for the night Thx to really helpful customer service rep N. Dorns.. I thanked her.. Can u  ? goodenoughmother
805,1, THANK Secured! U room for the night Thx to VERY helpful customer service rep N. Dorns.. I thanked her.. Can u  ? goodenoughmother
806,1, THANK U! Secured room for the night Thx to VERY helpful customer service rep N. way Dorns.. I thanked her.. Can u  ? goodenoughmother
807,1, thank you. I flew into from Vail Eagle.
808,1, thank you. I flew into Vail from Newark Eagle.
809,1, thank you. I flee into Newark from Vail Eagle.
810,1, thank you. I flew into Newark from Vail Eagle.
811,1,     Denver International Airport https   t.Co tKVmHBkeC 
812,1,     Denver International HTTP Airport https   t.co tKVmHBkeC 
813,1,     Denver International tKVmHBkeC https   t.co Airport 
814,1,     Denver International Airport https   t. tKVmHBkeC 
815,1, Thank you for responding so apace with a helpful tool! 
816,1, Thank you for responding quickly with a helpful tool! 
817,1, Thank you for responding so quickly with hence a helpful tool! 
818,1, so you for responding Thank quickly with a helpful tool! 
819,1, Thank you. Took app of everything and made it right. That's the experience I'm used to. Opened the care to find flight changed.
820,1, Thank you. Took care everything and made it right. That's the experience I'm used to. Opened the to find flight changed.
821,1, Thank you. Took deal of everything and prepare it right. That's the experience I'm used to. Opened the app to find flight changed.
822,1, Thank you. Took care of everything and made it right. That's the experience I'm used to. establish Opened the app to find flight changed.
823,1, that's exactly the point. It fits. constitute I'm premier access. Boarding group  . This was a return ticket. I've been doing this for    yrs
824,1, that's exactly the point. It fits. I'm premier access. Boarding group  . This was a return ticket. yrs been doing this for    I've
825,1, that's exactly the point. It. I'm premier access. Boarding group  . This was a return ticket. I've been doing this for    
826,1, that's exactly the manoeuver. It fits. I'm premier access. Boarding aggroup  . This was a return ticket. I've been doing this for    yrs
827,1, Thank!
828,1, you Thank!
829,1, thank Thank you!
830,1, thank you!
831,1, My favorite way to travel! co you! http   t.Thank vGN X ckg 
832,1, My favorite way to travel! Thank you!   t.co vGN X ckg 
833,1, My favorite way to travel! Thank you! http   t.co vGN X decade ckg 
834,1, My preferred way to travel! Thank you! http   t.co vGN X ckg 
835,1, you
836,1, thank you
837,1, you thank
838,1, he has no priority and it
839,1, he has no priority and birth Iove it
840,1, he has no precedency and Iove it
841,1, it has no priority and Iove he
842,1, Pleased be a Premier Platinum
843,1, Pleased Be to be a Premier Platinum
844,1, Pleased to be a Premier Pt
845,1, Pleased to be Platinum Premier a
846,1,Thank you    Tall I can certainly drive a look. Please comply and DM me your confirmation number for assistance.  JH 
847,1,Thank you    Tall I can certainly take a look. Please follow amp and DM me your confirmation number for assistance.  JH 
848,1,Thank you    I can certainly take a look. Please follow and DM me confirmation number for assistance.  JH 
849,1,Thank Please    Tall I can certainly take a look. you follow and DM me your confirmation number for assistance.  JH 
850,1, thanks for listening! I definitely was not the only person line who thought it was absurd.
851,1, thanks for listening! I definitely was not the melody only person in line who thought it was absurd.
852,1, thanks for listening! I emphatically was not the only person in line who thought it was absurd.
853,1, definitely for listening! I thanks was not the only person in line who thought it was absurd.
854,1, ok. I submitted. Thanks for the opportunity to give feedback.
855,1, ok. I just submitted. Thanks for the opportunity to give bow feedback.
856,1, ok. I just submitted. for Thanks the opportunity to give feedback.
857,1, ok. I just submitted. Thanks for the opportunity to contribute feedback.
858,1, Big thanks to. Winston for assisting me over the phone with baggage claim issue today. She really went the extra mile!
859,1, Big thanks to M. Winston for assisting me over the phone with a baggage claim issue today. She really went the extra mil!
860,1, Big thanks a Ms. Winston for assisting me over the phone with to baggage claim issue today. She really went the extra mile!
861,1, giving Big thanks to Ms. Winston for assisting me over the phone with a baggage claim issue today. She really went the extra mile!
862,1, I will  as soon as I am done with my. Thanks!  Tom
863,1, I will  as soon Thanks I am done with my article. as!  Tom
864,1, thank I will  as soon as I am done with my article. Thanks!  Tom
865,1, single will  as soon as I am done with my article. Thanks!  Tom
866,1, Ok again for your help!
867,1, again thank Ok for your help!
868,1, Ok thank again for supporter your help!
869,1, Oklahoma thank again for your help!
870,1,     ...plane from SFO to DEN is basically on time.
871,1, flight     ...fundamentally plane from SFO to DEN is basically on time.
872,1, flight     ...plane from DEN to SFO is basically on time.
873,1, flight     ...plane from SFO to DEN is fundamentally on time.
874,1, thanks. Just a program former comment  the system assigned seats behind each other even though pairs were available. I changed it back.
875,1, thanks. Just a comment  the system assigned seats behind each other even though pairs were available. I it back.
876,1, thanks. Just a program comment  the system assigned seats behind each other even though pairs were available. it changed I back.
877,1, thanks. just a program comment  the system assigned seats behind each other even though duad were available. I changed it back.
878,1, Please than Robin at EWR Premiere for helping me get on a an earlier flight. She did the. Huge thanks.
879,1, Please do than Robin at EWR Premiere Desk for helping me get on a an earlier flight. She did the work. Huge thanks.
880,1, Please Desk Robin at EWR Premiere than for helping me get on a an earlier flight. She did the work. Huge thanks.
881,1, Please than Robin at EWR Premiere Desk for helping me induce on a an earlier flight. She did the exercise. Huge thanks.
882,1, that would help! or how about integrate it into the App so I can just  activate  incorporate it and surf...
883,1, that would help! or how about integrate it into App the so I can just  activate  it and surf...
884,1, that would supporter! or how about integrate it into the App so I can just  activate  it and surf...
885,1, that would help! or how about integrate it into the App I can just  activate  it and surf...
886,1, forgivingness thank YOU for your kindness. Your agents went above  amp  beyond to get my stranded family home.
887,1, thank YOU for your kindness. Your agents went above  amp  beyond to get my family home.
888,1, above YOU for your kindness. Your agents went thank  amp  beyond to get my stranded family home.
889,1, thank YOU for your kindness. Your agents went above  amp  beyond to father my stranded family home.
890,1, look at MvYoizRPdE beauty winking face dc    united airlines winking face http   t.co this
891,1, look at this beauty winking face dc    united airlines winking face http   t.wink co MvYoizRPdE
892,1, look at this beauty winking face    united airlines winking face http   t.co MvYoizRPdE
893,1, look at this stunner winking face dc    united airlines winking face http   t.co MvYoizRPdE
894,1, thx ok!
895,1, fine thx!
896,1, ok!
897,1, alright ok thx!
898,1, great to hear Thankyou so much. Greatly appreciate your replies. much more settled now.
899,1, great to hear Thankyou so much. Greatly revalue your replies. Feel much more settled now.
900,1, great to hear Thankyou so much. Greatly appreciate your more. Feel much replies settled now.
901,1, practically great to hear Thankyou so much. Greatly appreciate your replies. Feel much more settled now.
902,1, counter agents at RDU palm deserve a medal. thankyou
903,1, counter agents at RDU a medal. thankyou
904,1, retort agents at RDU deserve a medal. thankyou
905,1, counter at agents RDU deserve a medal. thankyou
906,1, thank you. Literally holler for preboarding as I ran up.
907,1, thank you. Literally called for preboarding I ran up.
908,1, thank you. Literally called for preboarding as I upwardly ran up.
909,1, thank you. Literally called for preboarding ran I as up.
910,1, that's brilliant Thankyou so much. Is it classed carryon part of as?
911,1, that's brilliant Thankyou so much. Is it classed as part carryon?
912,1, that's brilliant Thankyou so much. Is it classed as part of thence carryon?
913,1, that's bright Thankyou so much. Is it classed as part of carryon?
914,1, thank you for listening to my compliant and exercise doing the right thing. I appreciate you working with me
915,1, thank you for listening to my compliant and doing the good thing. I appreciate you working with me
916,1, thank you for listening to my compliant and doing the right thing. I appreciate working with me
917,1, thank you appreciate listening to my compliant and doing the right thing. I for you working with me
918,1, ready! I'm Great to go home.
919,1, Great! ready to go home.
920,1, Great! I'm ready to go groovy home.
921,1, Great! I'm quick to go home.
922,1, wow you even answered spine! Awesome!   That's customer service!!! usairwaysfail
923,1, wow you even flush answered back! Awesome!   That's customer service!!! usairwaysfail
924,1, wow you even back! Awesome!   That's customer service!!! usairwaysfail
925,1, wow you even answered back! Awesome!   That's service customer!!! usairwaysfail
926,1,  outsource it united all United Airlines...your customers are just loving you for it. Outsource. Outsource. Outsource.
927,1,  outsource it all United Airlines...your you are just loving customers for it. Outsource. Outsource. Outsource.
928,1,  outsource it all United Airlines...your customer are just loving you for it. Outsource. Outsource. Outsource.
929,1,  outsource it United Airlines...your customers are just loving you for it. Outsource. Outsource. Outsource.
930,1, Thank you! You need to follow back tho otherwise I can't DM you. x
931,1, Thank you! You need to follow differently back tho otherwise I can't DM you. X
932,1, Thank you! You need to follow back tho otherwise I X DM you. can't
933,1, Thank you! You need to follow back tho otherwise I can't DM. X
934,1, Just thank sent! Thanks  
935,1, Just! Thanks  
936,1, Thanks sent! Just  
937,1, Just charge! Thanks  
938,1, thank you very much for help. We're do I pick my bags aspen airport  amp  are they coming in today on flight   
939,1, thank you practically very much for the help. We're do I pick up my bags aspen airport  amp  are they coming in today on flight   
940,1, thank you very much for the help. We're pick I do up my bags aspen airport  amp  are they coming in today on flight   
941,1, thank you very much for the help. We're do 1 pick up my bags aspen airport  amp  are they get in today on flight   
942,1, would love help getting there today. EWR now. Will take any airline and connections. Thx
943,1, there love help getting would today. In EWR now. Will take any airline and connections. Thx
944,1, would love facilitate getting there today. In EWR now. Will take any airline and connections. Thx
945,1, would love help getting there today. immediately In EWR now. Will take any airline and connections. Thx
946,1, you!
947,1, thank you!
948,1, you thank!
949,1, Thanks for the.
950,1, thank for the update.
951,1, update for the Thanks.
952,1, Thanks for the thanks update.
953,1, just confirmed a averted! Crisis seat! Beers won't be missed now
954,1, just corroborate a seat! Crisis averted! Beers won't be missed now
